brand,model,year,mileage,fuel_type,transmission,owners,origin,car_type,seats,condition,price
Ford,Ranger,2024.0,50000.0,Dầu,Tự động,1.0,Việt Nam,Pick-up (bán tải),5.0,Đã sử dụng,685000000
Mazda,CX 8,2020.0,70000.0,Xăng,Tự động,1.0,Việt Nam,SUV / Cross over,7.0,Đã sử dụng,740000000
Toyota,Fortuner,2014.0,152000.0,Dầu,Số sàn,1.0,Việt Nam,SUV / Cross over,7.0,Đã sử dụng,485000000
Toyota,Innova,2006.0,146000.0,Xăng,Số sàn,,Đang cập nhật,Minivan (MPV),8.0,Đã sử dụng,179000000
Chevrolet,Camaro,2019.0,32000.0,Xăng,Tự động,1.0,Việt Nam,Mui trần,4.0,Đã sử dụng,2290000000
Toyota,Fortuner,2020.0,20000.0,Dầu,Tự động,,Việt Nam,SUV / Cross over,7.0,Đã sử dụng,1025000000
Daewoo,Matiz,2010.0,129000.0,Xăng,Tự động,,Hàn Quốc,Hatchback,5.0,Đã sử dụng,150000000
Toyota,Innova,2021.0,88800.0,Xăng,Tự động,,Việt Nam,Minivan (MPV),7.0,Đã sử dụng,702000000
Kia,Cerato,2017.0,121200.0,Xăng,Tự động,1.0,Việt Nam,Sedan,5.0,Đã sử dụng,348000000
Ford,Everest,2023.0,16000.0,Xăng,Tự động,1.0,Thái Lan,SUV / Cross over,7.0,Đã sử dụng,1269000000
Mitsubishi,Grandis,2010.0,116000.0,Xăng,Tự động,,Việt Nam,Minivan (MPV),5.0,Đã sử dụng,333000000
Hyundai,Accent,2019.0,12.0,Xăng,Số sàn,1.0,Việt Nam,Sedan,5.0,Đã sử dụng,300000000
Mazda,CX 5,2023.0,14000.0,Xăng,Tự động,1.0,Đang cập nhật,SUV / Cross over,5.0,Đã sử dụng,690000000
Toyota,Veloz Cross,2022.0,63000.0,Xăng,Tự động,1.0,Nước khác,Minivan (MPV),7.0,Đã sử dụng,565000000
Ford,EcoSport,2015.0,176.0,Xăng,Tự động,1.0,Việt Nam,SUV / Cross over,5.0,Đã sử dụng,275000000
Lexus,GS,1993.0,125000.0,Xăng,Tự động,,Nhật Bản,--,,Đã sử dụng,222200000
MG,MGZS,2024.0,8100.0,Xăng,Tự động,1.0,Thái Lan,SUV / Cross over,5.0,Đã sử dụng,460000000
Peugeot,3008,2016.0,36000.0,Xăng,Tự động,,Việt Nam,Minivan (MPV),5.0,Đã sử dụng,395000000
Volkswagen,Polo,2017.0,42000.0,Xăng,Tự động,,Ấn Độ,Sedan,5.0,Đã sử dụng,338000000
Toyota,Innova,2020.0,99000.0,Xăng,Số sàn,1.0,Việt Nam,Minivan (MPV),8.0,Đã sử dụng,530000000
Ford,Mustang,2015.0,49000.0,Xăng,Số sàn,,Việt Nam,Coupe (2 cửa),4.0,Đã sử dụng,1399000000
Ford,Everest,2023.0,39000.0,Dầu,Tự động,,Thái Lan,SUV / Cross over,7.0,Đã sử dụng,1460000000
Ford,Everest,2010.0,2112.0,Dầu,Tự động,,Mỹ,SUV / Cross over,7.0,Đã sử dụng,279000000
Ford,Ranger,2019.0,60000.0,Dầu,Số sàn,1.0,Thái Lan,Pick-up (bán tải),5.0,Đã sử dụng,455000000
MG,MG5,2024.0,,Xăng,Tự động,,Thái Lan,--,5.0,Mới,405000000
Hyundai,Palisade,2024.0,,Dầu,Tự động,,Việt Nam,--,7.0,Mới,1370000000
Toyota,Innova,2024.0,8800.0,Xăng,Số sàn,1.0,Việt Nam,Minivan (MPV),8.0,Đã sử dụng,740000000
Toyota,Veloz Cross,2022.0,63000.0,Xăng,Tự động,1.0,Thái Lan,Minivan (MPV),7.0,Đã sử dụng,520000000
Mitsubishi,Xforce,2025.0,,Xăng,Tự động,,Nước khác,SUV / Cross over,5.0,Mới,631000000
Mazda,2,2024.0,,Xăng,Tự động,,Thái Lan,Sedan,5.0,Mới,397000000
Toyota,Avanza Premio,2025.0,,Xăng,Tự động,,Việt Nam,SUV / Cross over,7.0,Mới,558000000
Hyundai,Tucson,2019.0,58000.0,Xăng,Tự động,,Việt Nam,SUV / Cross over,5.0,Đã sử dụng,685000000
BMW,3 Series,2018.0,14000.0,Xăng,Tự động,1.0,Đức,Sedan,4.0,Đã sử dụng,759000000
MG,MG5,2022.0,400000.0,Xăng,Tự động,1.0,Thái Lan,Sedan,5.0,Đã sử dụng,399000000
Hyundai,Palisade,2024.0,20000.0,Dầu,Tự động,1.0,Đang cập nhật,--,7.0,Đã sử dụng,1370000000
MG,MGZS,2024.0,8100.0,Xăng,Tự động,1.0,Thái Lan,SUV / Cross over,5.0,Đã sử dụng,460000000
Kia,Soluto,2024.0,31000.0,Xăng,Tự động,1.0,Việt Nam,Sedan,5.0,Đã sử dụng,405000000
Toyota,Innova,2019.0,65800.0,Xăng,Tự động,1.0,Việt Nam,Minivan (MPV),8.0,Đã sử dụng,610000000
Hãng khác,Dòng khác,2025.0,,Xăng,Số sàn,,Việt Nam,Van,2.0,Mới,70000000
Kia,Morning,2019.0,47000.0,Xăng,Tự động,,Việt Nam,Hatchback,5.0,Đã sử dụng,295000000
Hyundai,Santa Fe,2022.0,45000.0,Xăng,Tự động,,Việt Nam,SUV / Cross over,9.0,Đã sử dụng,880000000
Toyota,Innova,2014.0,126856.0,Xăng,Tự động,,Việt Nam,--,,Đã sử dụng,318000000
Toyota,Camry,2018.0,63900.0,Xăng,Tự động,1.0,Việt Nam,Sedan,5.0,Đã sử dụng,660000000
VinFast,VF7,2024.0,,Điện,Tự động,,Việt Nam,SUV / Cross over,5.0,Mới,749000000
Ford,Fiesta,2018.0,87000.0,Xăng,Tự động,1.0,Việt Nam,Hatchback,5.0,Đã sử dụng,336000000
Mitsubishi,Xpander,2024.0,45000.0,Xăng,Tự động,1.0,Việt Nam,Minivan (MPV),7.0,Đã sử dụng,605000000
Toyota,Innova,2017.0,92000.0,Xăng,Số sàn,,Việt Nam,Minivan (MPV),8.0,Đã sử dụng,408000000
Toyota,Innova,2024.0,8800.0,Xăng,Số sàn,1.0,Việt Nam,Minivan (MPV),8.0,Đã sử dụng,740000000
Mercedes Benz,C Class,2016.0,85000.0,Xăng,Tự động,,Việt Nam,Sedan,5.0,Đã sử dụng,599000000
Toyota,Innova,2018.0,89000.0,Xăng,Tự động,,Việt Nam,Minivan (MPV),8.0,Đã sử dụng,535000000
Porsche,718,2017.0,40000.0,Xăng,Tự động,1.0,Đức,Coupe (2 cửa),2.0,Đã sử dụng,2669000000
Mazda,CX 5,2017.0,60000.0,Xăng,Tự động,1.0,Việt Nam,SUV / Cross over,5.0,Đã sử dụng,511000000
Toyota,Zace,2002.0,72000.0,Xăng,Số sàn,1.0,Nhật Bản,SUV / Cross over,8.0,Đã sử dụng,195000000
Kia,Morning,2016.0,70500.0,Xăng,Tự động,1.0,Việt Nam,Hatchback,5.0,Đã sử dụng,245000000
Honda,CR V,2017.0,110000.0,Xăng,Tự động,1.0,Việt Nam,SUV / Cross over,5.0,Đã sử dụng,560000000
Honda,CR V,2022.0,38000.0,Xăng,Tự động,1.0,Đang cập nhật,--,,Đã sử dụng,890000000
Mitsubishi,Xforce,2024.0,10000.0,Xăng,Tự động,,Nước khác,--,,Đã sử dụng,660000000
Volkswagen,Viloran,2024.0,2500.0,Xăng,Tự động,1.0,Việt Nam,Minivan (MPV),7.0,Đã sử dụng,2030000000
Hyundai,Accent,2020.0,85000.0,Xăng,Tự động,1.0,Việt Nam,Sedan,5.0,Đã sử dụng,399000000
Porsche,Panamera,2017.0,60000.0,Xăng,Bán tự động,,Đức,Sedan,4.0,Đã sử dụng,3199000000
MG,MG5,2024.0,,Xăng,Tự động,,Thái Lan,Sedan,5.0,Mới,468000000
Kia,Sportage,2025.0,,Xăng,Tự động,,Việt Nam,SUV / Cross over,5.0,Mới,779000000
Kia,Carnival,2023.0,30000.0,Dầu,Tự động,1.0,Việt Nam,SUV / Cross over,7.0,Đã sử dụng,1338000000
Mitsubishi,Triton,2022.0,66000.0,Dầu,Tự động,,Thái Lan,Pick-up (bán tải),2.0,Đã sử dụng,559000000
Ford,Explorer,2017.0,30000.0,Xăng,Tự động,1.0,Thái Lan,SUV / Cross over,7.0,Đã sử dụng,869000000
Bentley,Continental,2013.0,14000.0,Xăng,Tự động,1.0,Hàn Quốc,Coupe (2 cửa),4.0,Đã sử dụng,3799000000
Mazda,CX 8,2021.0,14000.0,Xăng,Tự động,1.0,Việt Nam,SUV / Cross over,7.0,Đã sử dụng,830000000
VinFast,Dòng khác,2025.0,,Điện,Tự động,,Việt Nam,SUV / Cross over,7.0,Mới,749000000
Mitsubishi,Mirage,2017.0,86000.0,Xăng,Tự động,,Thái Lan,Hatchback,5.0,Đã sử dụng,279000000
Toyota,Wigo,2019.0,45000.0,Xăng,Tự động,,Nước khác,Hatchback,5.0,Đã sử dụng,285000000
Hyundai,Tucson,2018.0,48000.0,Dầu,Tự động,1.0,Đang cập nhật,SUV / Cross over,5.0,Đã sử dụng,635000000
Hyundai,Accent,2019.0,85000.0,Xăng,Tự động,,Việt Nam,Sedan,5.0,Đã sử dụng,352000000
Ford,Ranger,2017.0,70.0,Dầu,Tự động,1.0,Mỹ,--,,Đã sử dụng,398900000
Kia,K3,2022.0,54000.0,Xăng,Tự động,,Việt Nam,Sedan,5.0,Đã sử dụng,540000000
Toyota,Vios,2019.0,72000.0,Xăng,Số sàn,,Việt Nam,Sedan,5.0,Đã sử dụng,278000000
Hyundai,Kona,2019.0,68000.0,Xăng,Tự động,1.0,Việt Nam,SUV / Cross over,5.0,Đã sử dụng,465000000
Mitsubishi,Colt,2013.0,138000.0,Xăng,Tự động,,Thái Lan,SUV / Cross over,5.0,Đã sử dụng,195000000
VinFast,VF3,2025.0,,Điện,Tự động,,Việt Nam,SUV / Cross over,5.0,Mới,299000000
Mercedes Benz,S Class,2017.0,68000.0,Xăng,Tự động,,Việt Nam,--,,Đã sử dụng,2199000000
Honda,Civic,2023.0,23000.0,Xăng,Tự động,,Thái Lan,--,5.0,Đã sử dụng,795000000
Ford,Fiesta,2011.0,100000.0,Xăng,Tự động,1.0,Việt Nam,Sedan,5.0,Đã sử dụng,205000000
Toyota,Innova,2018.0,180000.0,Xăng,Số sàn,1.0,Việt Nam,Minivan (MPV),8.0,Đã sử dụng,395000000
Fiat,Doblo,2003.0,21222.0,Xăng,Số sàn,1.0,Việt Nam,Sedan,8.0,Đã sử dụng,59000000
Hyundai,Accent,2021.0,65000.0,Xăng,Tự động,,Việt Nam,Sedan,5.0,Đã sử dụng,425000000
Toyota,Camry,2020.0,70000.0,Xăng,Tự động,1.0,Thái Lan,Sedan,5.0,Đã sử dụng,809000000
Toyota,Corolla Cross,2020.0,45000.0,Xăng,Tự động,,Thái Lan,SUV / Cross over,5.0,Đã sử dụng,685000000
Toyota,Hiace,2018.0,19000.0,Dầu,Số sàn,1.0,Nhật Bản,Minivan (MPV),10.0,Đã sử dụng,999000000
Suzuki,XL 7,2020.0,12345.0,Xăng,Tự động,1.0,Việt Nam,SUV / Cross over,5.0,Đã sử dụng,405000000
Toyota,Innova,2009.0,128000.0,Xăng,Tự động,,Việt Nam,Minivan (MPV),8.0,Đã sử dụng,289000000
Hyundai,Accent,2018.0,91000.0,Xăng,Số sàn,,Việt Nam,Sedan,5.0,Đã sử dụng,289000000
LandRover,Range Rover Vogue,2021.0,20000.0,Xăng,Tự động,,Nước khác,SUV / Cross over,5.0,Đã sử dụng,2099000000
Honda,City,2023.0,16000.0,Xăng,Tự động,,Việt Nam,Sedan,5.0,Đã sử dụng,509000000
Mercedes Benz,Sprinter,2009.0,150000.0,Dầu,Số sàn,,Đức,Van,6.0,Đã sử dụng,175000000
Toyota,Fortuner,2022.0,21400.0,Xăng,Tự động,1.0,Nước khác,SUV / Cross over,7.0,Đã sử dụng,981000000
Mercedes Benz,S Class,2020.0,60000.0,Xăng,Tự động,1.0,Việt Nam,Sedan,5.0,Đã sử dụng,2479000000
Hyundai,Santa Fe,2018.0,56000.0,Xăng,Tự động,,Việt Nam,SUV / Cross over,7.0,Đã sử dụng,695000000
Dongfeng,Dòng khác,2023.0,2600.0,Xăng,Số sàn,,Việt Nam,Kiểu dáng khác,2.0,Đã sử dụng,158000000
VinFast,VFe34,2022.0,72239.0,Điện,Tự động,,Việt Nam,Kiểu dáng khác,5.0,Đã sử dụng,450000000
Rolls Royce,Ghost,2015.0,40000.0,Xăng,Tự động,1.0,Mỹ,Sedan,4.0,Đã sử dụng,9399000000
Hyundai,Elantra,2018.0,100000.0,Xăng,Tự động,,Việt Nam,Sedan,5.0,Đã sử dụng,415000000
LandRover,Range Rover Evoque,2022.0,6000.0,Xăng,Tự động,,Nước khác,SUV / Cross over,5.0,Đã sử dụng,2399000000
VinFast,Dòng khác,2025.0,,Điện,Tự động,,Việt Nam,SUV / Cross over,7.0,Mới,749000000
Ford,Focus,2016.0,110000.0,Xăng,Tự động,1.0,Việt Nam,Sedan,5.0,Đã sử dụng,345678000
Chevrolet,Trailblazer,2018.0,85000.0,Dầu,Tự động,,Thái Lan,--,7.0,Đã sử dụng,495000000
Mercedes Benz,GLC Class,2019.0,63000.0,Xăng,Tự động,,Việt Nam,Hatchback,,Đã sử dụng,1199000000
Mazda,CX 5,2025.0,,Xăng,Tự động,,Việt Nam,SUV / Cross over,5.0,Mới,714000000
Kia,Sedona,2015.0,115.0,Xăng,Tự động,1.0,Việt Nam,SUV / Cross over,7.0,Đã sử dụng,495000000
Honda,CR V,2022.0,21000.0,Xăng,Tự động,,Việt Nam,--,7.0,Đã sử dụng,899000000
Ford,Ranger,2022.0,56000.0,Dầu,Tự động,,Việt Nam,--,,Đã sử dụng,648000000
Honda,City,2017.0,80.0,Xăng,Tự động,1.0,Việt Nam,Sedan,5.0,Đã sử dụng,355000000
Ford,Explorer,2021.0,77000.0,Xăng,Tự động,1.0,Mỹ,SUV / Cross over,7.0,Đã sử dụng,1670000000
Lexus,LX,2016.0,90000.0,Xăng,Tự động,1.0,Nhật Bản,SUV / Cross over,8.0,Đã sử dụng,4999000000
LandRover,Range Rover Vogue,2021.0,20000.0,Xăng,Tự động,,Nước khác,SUV / Cross over,5.0,Đã sử dụng,2099000000
Ford,Ranger,2021.0,42000.0,Dầu,Tự động,1.0,Thái Lan,Pick-up (bán tải),5.0,Đã sử dụng,742000000
Mercedes Benz,C Class,2020.0,56000.0,Xăng,Tự động,,Việt Nam,Sedan,5.0,Đã sử dụng,999000000
Ford,Ranger,2020.0,86000.0,Dầu,Tự động,1.0,Thái Lan,Pick-up (bán tải),5.0,Đã sử dụng,535000000
Peugeot,3008,2016.0,81000.0,Xăng,Tự động,1.0,Đang cập nhật,Minivan (MPV),5.0,Đã sử dụng,385000000
Toyota,Fortuner,2020.0,49800.0,Dầu,Số sàn,1.0,Việt Nam,SUV / Cross over,7.0,Đã sử dụng,817000000
Chevrolet,Captiva,2009.0,100000.0,Xăng,Số sàn,,Đang cập nhật,SUV / Cross over,7.0,Đã sử dụng,189000000
Toyota,Vios,2022.0,78000.0,Xăng,Tự động,1.0,Việt Nam,Sedan,2.0,Đã sử dụng,435000000
Mazda,3,2012.0,45000.0,Xăng,Tự động,,Việt Nam,--,,Đã sử dụng,310000000
VinFast,VF9,2025.0,,Điện,Tự động,,Việt Nam,SUV / Cross over,7.0,Mới,1449000000
Mercedes Benz,S Class,2014.0,62000.0,Xăng,Tự động,1.0,Việt Nam,Sedan,5.0,Đã sử dụng,1219000000
Ford,Ranger,2019.0,90000.0,Dầu,Số sàn,1.0,Thái Lan,Pick-up (bán tải),5.0,Đã sử dụng,460000000
Ford,Ranger,2019.0,80000.0,Dầu,Số sàn,,Thái Lan,Pick-up (bán tải),5.0,Đã sử dụng,470000000
Hyundai,Elantra,2023.0,22000.0,Xăng,Tự động,1.0,Việt Nam,Sedan,5.0,Đã sử dụng,615000000
Mazda,6,2016.0,124000.0,Xăng,Tự động,1.0,Việt Nam,Sedan,5.0,Đã sử dụng,420000000
Mercedes Benz,GLC Class,2023.0,22000.0,Xăng,Tự động,,Việt Nam,SUV / Cross over,5.0,Đã sử dụng,1979000000
Toyota,Fortuner,2012.0,200000.0,Dầu,Số sàn,,Việt Nam,SUV / Cross over,7.0,Đã sử dụng,430000000
Ford,EcoSport,2019.0,59000.0,Xăng,Tự động,1.0,Việt Nam,SUV / Cross over,5.0,Đã sử dụng,435000000
Toyota,Hiace,2007.0,250000.0,Dầu,Tự động,1.0,Hàn Quốc,Pick-up (bán tải),6.0,Đã sử dụng,210000000
Peugeot,2008,2021.0,58000.0,Xăng,Tự động,1.0,Đang cập nhật,--,5.0,Đã sử dụng,585000000
Mazda,3,2018.0,81031.0,Xăng,Tự động,1.0,Việt Nam,Hatchback,5.0,Đã sử dụng,402000000
Kia,Morning,2020.0,53000.0,Xăng,Tự động,,Việt Nam,Hatchback,5.0,Đã sử dụng,303000000
Toyota,Innova,2017.0,79600.0,Xăng,Tự động,1.0,Việt Nam,Minivan (MPV),8.0,Đã sử dụng,516000000
Porsche,Panamera,2019.0,51000.0,Xăng,Tự động,,Đức,Sedan,5.0,Đã sử dụng,4499000000
VinFast,Lux A2.0,2022.0,9800.0,Xăng,Tự động,1.0,Việt Nam,Sedan,5.0,Đã sử dụng,645000000
Toyota,Camry,2008.0,160000.0,Xăng,Tự động,,Việt Nam,Sedan,5.0,Đã sử dụng,295000000
Daihatsu,Citivan,2004.0,12345.0,Xăng,Số sàn,,Việt Nam,Van,2.0,Đã sử dụng,35000000
Ford,Ranger,2019.0,90000.0,Dầu,Số sàn,,Thái Lan,Pick-up (bán tải),5.0,Đã sử dụng,480000000
Ford,Ranger,2023.0,34000.0,Dầu,Tự động,1.0,Thái Lan,Pick-up (bán tải),5.0,Đã sử dụng,1175000000
Volvo,XC60,2022.0,13000.0,Động cơ Hybrid,Tự động,1.0,Việt Nam,SUV / Cross over,5.0,Đã sử dụng,1898000000
Mercedes Benz,Maybach,2018.0,60000.0,Xăng,Tự động,,Đức,SUV / Cross over,5.0,Đã sử dụng,3699000000
VinFast,VF6,2025.0,,Điện,Tự động,,Việt Nam,SUV / Cross over,5.0,Mới,694000000
Mitsubishi,Attrage,2022.0,37000.0,Xăng,Tự động,,Thái Lan,--,,Đã sử dụng,375000000
Honda,City,2023.0,15000.0,Xăng,Tự động,1.0,Việt Nam,Sedan,5.0,Đã sử dụng,509000000
Mercedes Benz,C Class,2016.0,43000.0,Xăng,Tự động,1.0,Việt Nam,Sedan,5.0,Đã sử dụng,668000000
Chevrolet,Cruze,2011.0,75000.0,Xăng,Số sàn,1.0,Đang cập nhật,Sedan,5.0,Đã sử dụng,188000000
Mitsubishi,Grandis,2005.0,116000.0,Xăng,Tự động,,Việt Nam,Minivan (MPV),5.0,Đã sử dụng,200000000
Toyota,Innova,2024.0,,Xăng,Tự động,,Nước khác,--,8.0,Mới,810000000
Hyundai,Palisade,2023.0,15000.0,Dầu,Tự động,1.0,Việt Nam,SUV / Cross over,6.0,Đã sử dụng,1399000000
Chevrolet,Captiva,2007.0,110000.0,Xăng,Số sàn,,Đang cập nhật,SUV / Cross over,7.0,Đã sử dụng,168000000
Mitsubishi,Grandis,2009.0,164000.0,Xăng,Tự động,,Việt Nam,Minivan (MPV),5.0,Đã sử dụng,175000000
Ford,Dòng khác,2016.0,135000.0,Dầu,Bán tự động,1.0,Thái Lan,--,,Đã sử dụng,499000000
Mazda,CX 8,2020.0,46000.0,Xăng,Tự động,1.0,Việt Nam,SUV / Cross over,7.0,Đã sử dụng,779000000
Toyota,Vios,2024.0,4200.0,Xăng,Số sàn,,Đang cập nhật,Sedan,5.0,Đã sử dụng,425000000
Mitsubishi,Mirage,2016.0,93000.0,Xăng,Số sàn,1.0,Thái Lan,Hatchback,5.0,Đã sử dụng,138000000
Ford,Focus,2017.0,40000.0,Xăng,Tự động,1.0,Việt Nam,Sedan,5.0,Đã sử dụng,422000000
Lexus,RX,2022.0,30000.0,Xăng,Tự động,,Nhật Bản,SUV / Cross over,5.0,Đã sử dụng,3739000000
VinFast,VF5,2025.0,,Điện,Tự động,,Việt Nam,SUV / Cross over,5.0,Mới,499000000
Mitsubishi,Grandis,2008.0,123456.0,Xăng,Tự động,,Việt Nam,Minivan (MPV),5.0,Đã sử dụng,268000000
Honda,City,2023.0,29000.0,Xăng,Tự động,1.0,Việt Nam,Sedan,5.0,Đã sử dụng,510000000
Mercedes Benz,V Class,2020.0,35000.0,Xăng,Tự động,1.0,Nước khác,Minivan (MPV),7.0,Đã sử dụng,1799000000
Mazda,CX 5,2021.0,28000.0,Xăng,Tự động,1.0,Việt Nam,SUV / Cross over,5.0,Đã sử dụng,790000000
Mercedes Benz,C Class,2023.0,2500.0,Xăng,Tự động,1.0,Việt Nam,Sedan,5.0,Đã sử dụng,2359000000
Hyundai,Sonata,2011.0,134000.0,Xăng,Tự động,,Hàn Quốc,Sedan,5.0,Đã sử dụng,316000000
VinFast,VF5,2025.0,,Điện,Tự động,,Việt Nam,Hatchback,5.0,Mới,521000000
Honda,City,2018.0,28000.0,Xăng,Tự động,1.0,Việt Nam,Sedan,5.0,Đã sử dụng,430000000
Toyota,Innova,2017.0,90000.0,Xăng,Số sàn,1.0,Việt Nam,Minivan (MPV),8.0,Đã sử dụng,425000000
Ford,Everest,2022.0,2.0,Dầu,Tự động,1.0,Thái Lan,SUV / Cross over,7.0,Đã sử dụng,1160000000
Mazda,CX 3,2025.0,,Xăng,Tự động,,Thái Lan,SUV / Cross over,5.0,Mới,510000000
Mitsubishi,Xpander,2023.0,100000.0,Xăng,Số sàn,1.0,Nước khác,Minivan (MPV),7.0,Đã sử dụng,475000000
Kia,Morning,2009.0,10000.0,Xăng,Số sàn,,Đang cập nhật,--,4.0,Đã sử dụng,95000000
Toyota,Vios,2018.0,12345.0,Xăng,Số sàn,,Việt Nam,Sedan,5.0,Đã sử dụng,272000000
Daihatsu,Gran Max,1998.0,587498.0,Xăng,Số sàn,,Nhật Bản,Sedan,5.0,Đã sử dụng,140000000
Chevrolet,Cruze,2013.0,150000.0,Xăng,Tự động,,Hàn Quốc,Sedan,5.0,Đã sử dụng,190000000
Ford,Everest,2020.0,90000.0,Dầu,Tự động,1.0,Thái Lan,SUV / Cross over,7.0,Đã sử dụng,870000000
Chevrolet,Captiva,2007.0,2010.0,Xăng,Tự động,1.0,Việt Nam,SUV / Cross over,7.0,Đã sử dụng,168000000
Toyota,Camry,2002.0,180000.0,Xăng,Số sàn,1.0,Việt Nam,Sedan,5.0,Đã sử dụng,138000000
Hyundai,Accent,2024.0,3600.0,Xăng,Tự động,1.0,Đang cập nhật,Sedan,5.0,Đã sử dụng,555000000
Kia,Morning,2019.0,12345.0,Xăng,Tự động,,Đang cập nhật,Hatchback,5.0,Đã sử dụng,200000000
Mitsubishi,Xpander,2019.0,50000.0,Xăng,Tự động,1.0,Nước khác,Minivan (MPV),5.0,Đã sử dụng,460000000
Isuzu,Mu X,2016.0,170000.0,Dầu,Số sàn,,Thái Lan,SUV / Cross over,7.0,Đã sử dụng,435000000
Toyota,Veloz Cross,2022.0,55000.0,Xăng,Tự động,1.0,Nước khác,Minivan (MPV),7.0,Đã sử dụng,575000000
Kia,Sedona,2021.0,74000.0,Dầu,Tự động,,Đang cập nhật,--,7.0,Đã sử dụng,865000000
Mercedes Benz,AMG,2019.0,30000.0,Xăng,Tự động,,Đức,SUV / Cross over,5.0,Đã sử dụng,1450000000
Mercedes Benz,S Class,2020.0,27000.0,Xăng,Tự động,,Việt Nam,Sedan,5.0,Đã sử dụng,2878000000
Ford,Explorer,2017.0,68000.0,Xăng,Tự động,1.0,Mỹ,SUV / Cross over,7.0,Đã sử dụng,879000000
Suzuki,Grand vitara,2011.0,72000.0,Xăng,Tự động,1.0,Nhật Bản,SUV / Cross over,5.0,Đã sử dụng,312000000
Porsche,Cayenne,2015.0,65000.0,Xăng,Tự động,1.0,Đức,SUV / Cross over,5.0,Đã sử dụng,1599000000
Toyota,Hilux,2021.0,100000.0,Dầu,Tự động,,Thái Lan,Pick-up (bán tải),5.0,Đã sử dụng,645000000
BMW,7 Series,2023.0,1234.0,Xăng,Tự động,,Việt Nam,Sedan,5.0,Đã sử dụng,5799000000
Kia,Sorento,2018.0,67000.0,Xăng,Tự động,,Việt Nam,SUV / Cross over,7.0,Đã sử dụng,459000000
Lexus,ES,2016.0,54000.0,Xăng,Tự động,1.0,Nhật Bản,Sedan,5.0,Đã sử dụng,1139000000
Mercedes Benz,GLC Class,2021.0,17000.0,Xăng,Tự động,1.0,Việt Nam,SUV / Cross over,5.0,Đã sử dụng,1379000000
Peugeot,408,2023.0,1000.0,Xăng,Tự động,,Nước khác,SUV / Cross over,5.0,Đã sử dụng,1130000000
Ford,Ranger,2019.0,120000.0,Dầu,Số sàn,,Thái Lan,Pick-up (bán tải),5.0,Đã sử dụng,445000000
Daewoo,Gentra,2010.0,49000.0,Xăng,Số sàn,,Việt Nam,Sedan,5.0,Đã sử dụng,125000000
Ford,Ranger,2020.0,103000.0,Dầu,Số sàn,,Thái Lan,Pick-up (bán tải),5.0,Đã sử dụng,510000000
VinFast,Fadil,2020.0,42000.0,Xăng,Tự động,1.0,Việt Nam,Hatchback,5.0,Đã sử dụng,315000000
VinFast,VF5,2025.0,,Điện,Số sàn,,Việt Nam,SUV / Cross over,5.0,Mới,499000000
Mercedes Benz,GLC Class,2022.0,22000.0,Xăng,Tự động,1.0,Việt Nam,SUV / Cross over,,Đã sử dụng,1639000000
Mercedes Benz,C Class,2003.0,89000.0,Xăng,Tự động,1.0,Đức,Sedan,5.0,Đã sử dụng,68000000
Ford,Everest,2021.0,36000.0,Dầu,Tự động,,Nước khác,SUV / Cross over,,Đã sử dụng,959000000
Toyota,Innova,2020.0,90000.0,Xăng,Số sàn,1.0,Việt Nam,SUV / Cross over,7.0,Đã sử dụng,490000000
Toyota,Fortuner,2018.0,40000.0,Xăng,Tự động,,Nước khác,Kiểu dáng khác,7.0,Đã sử dụng,755000000
Toyota,Vios,2022.0,59678.0,Xăng,Tự động,,Việt Nam,Sedan,5.0,Đã sử dụng,439000000
Asia,Dòng khác,1992.0,999999.0,Xăng,Số sàn,1.0,Hàn Quốc,--,,Đã sử dụng,65000000
Toyota,Innova,2013.0,140000.0,Xăng,Số sàn,,Việt Nam,SUV / Cross over,8.0,Đã sử dụng,240000000
Porsche,Panamera,2010.0,70000.0,Xăng,Bán tự động,1.0,Đức,Sedan,4.0,Đã sử dụng,1100000000
Mitsubishi,Outlander,2017.0,91000.0,Xăng,Tự động,,Việt Nam,SUV / Cross over,7.0,Đã sử dụng,595000000
Mercedes Benz,GLC Class,2022.0,7000.0,Xăng,Tự động,1.0,Việt Nam,SUV / Cross over,5.0,Đã sử dụng,1539000000
Chevrolet,Spark,2017.0,125000.0,Xăng,Số sàn,,Việt Nam,Hatchback,5.0,Đã sử dụng,125000000
Toyota,Innova,2015.0,160585.0,Xăng,Tự động,1.0,Việt Nam,Minivan (MPV),8.0,Đã sử dụng,468000000
Mitsubishi,Xpander Cross,2023.0,30700.0,Xăng,Tự động,1.0,Nước khác,SUV / Cross over,5.0,Đã sử dụng,640000000
